"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 24 02:57:04 UTC 2026","Mon Aug 24 02:57:04 UTC 2026","38","api","api/specs/contract.spec.ts","Login Response Contract","","","should match the LoginResponse schema on successful registration",""
"passed","Mon Aug 24 02:59:09 UTC 2026","Mon Aug 24 02:59:11 UTC 2026","2571","web-firefox","e2e-web/specs/responsive.spec.ts","Tablet Viewport","","","should display form inputs with adequate touch target size on tablet",""
"passed","Mon Aug 24 02:59:17 UTC 2026","Mon Aug 24 02:59:26 UTC 2026","8582","web-chromium","e2e-web/specs/workouts.spec.ts","Workout List","","","should show workout details including exercise type and duration",""
"passed","Mon Aug 24 02:59:40 UTC 2026","Mon Aug 24 02:59:50 UTC 2026","10073","web-mobile-chrome","e2e-web/specs/workouts.spec.ts","Filter Workouts","","","should filter workouts when a search term is entered",""
"passed","Mon Aug 24 02:57:04 UTC 2026","Mon Aug 24 02:57:04 UTC 2026","37","api","api/specs/analytics.spec.ts","GET /api/analytics/summary","","","should return a workout-by-type breakdown",""
"passed","Mon Aug 24 02:57:04 UTC 2026","Mon Aug 24 02:57:04 UTC 2026","19","api","api/specs/workouts.spec.ts","POST /api/workouts","","","should persist the workout so it appears in the list",""
"passed","Mon Aug 24 02:59:53 UTC 2026","Mon Aug 24 03:00:05 UTC 2026","11658","web-webkit","e2e-web/specs/workouts.spec.ts","Add Workout","","","should navigate to the add workout form when clicking the add button",""
"passed","Mon Aug 24 02:59:02 UTC 2026","Mon Aug 24 02:59:07 UTC 2026","5512","web-webkit","e2e-web/specs/navigation.spec.ts","Tab Navigation","","","should highlight the active tab with visual indication",""
"passed","Mon Aug 24 02:57:04 UTC 2026","Mon Aug 24 02:57:04 UTC 2026","56","api","api/specs/analytics.spec.ts","GET /api/analytics/summary","","","should include weekly breakdown data",""
"passed","Mon Aug 24 02:58:25 UTC 2026","Mon Aug 24 02:58:27 UTC 2026","2626","web-firefox","e2e-web/specs/login.spec.ts","Empty Field Validation","","","should disable the login button when both fields are empty",""
"passed","Mon Aug 24 02:59:35 UTC 2026","Mon Aug 24 02:59:38 UTC 2026","3246","web-mobile-safari","e2e-web/specs/responsive.spec.ts","Landscape Orientation","","","should render the login page in landscape without layout breakage",""
"passed","Mon Aug 24 02:59:22 UTC 2026","Mon Aug 24 02:59:33 UTC 2026","11129","web-mobile-chrome","e2e-web/specs/workouts.spec.ts","Add Workout","","","should create a new workout when the form is filled and submitted",""
"passed","Mon Aug 24 02:57:04 UTC 2026","Mon Aug 24 02:57:04 UTC 2026","10","api","api/specs/auth.spec.ts","POST /api/auth/register","","","should return 409 when registering with an existing email",""
"skipped","Mon Aug 24 02:59:48 UTC 2026","Mon Aug 24 02:59:48 UTC 2026","0","web-firefox","e2e-web/specs/workouts.spec.ts","Delete Workout","","","should remove a workout from the list when deleted",""
"passed","Mon Aug 24 02:59:02 UTC 2026","Mon Aug 24 02:59:05 UTC 2026","3253","web-firefox","e2e-web/specs/responsive.spec.ts","Mobile Viewport","","","should render the login card within the mobile viewport without horizontal scroll",""
"passed","Mon Aug 24 02:59:47 UTC 2026","Mon Aug 24 02:59:56 UTC 2026","9466","web-mobile-safari","e2e-web/specs/workouts.spec.ts","Workout List","","","should show workout details including exercise type and duration",""
"passed","Mon Aug 24 02:57:04 UTC 2026","Mon Aug 24 02:57:04 UTC 2026","24","api","api/specs/analytics.spec.ts","Analytics Authorization","","","should return 401 when accessing analytics without a token",""
"passed","Mon Aug 24 02:57:04 UTC 2026","Mon Aug 24 02:57:04 UTC 2026","12","api","api/specs/contract.spec.ts","Profile Response Contract","","","should NOT expose the passwordHash field in the profile response",""
"passed","Mon Aug 24 02:59:08 UTC 2026","Mon Aug 24 02:59:13 UTC 2026","4408","web-chromium","e2e-web/specs/responsive.spec.ts","Tablet Viewport","","","should complete full login flow on tablet viewport",""
"passed","Mon Aug 24 02:57:04 UTC 2026","Mon Aug 24 02:57:04 UTC 2026","7","api","api/specs/auth.spec.ts","Token Validation","","","should reject requests with no token",""
"passed","Mon Aug 24 02:58:34 UTC 2026","Mon Aug 24 02:58:39 UTC 2026","4441","web-chromium","e2e-web/specs/navigation.spec.ts","Tab Navigation","","","should navigate to Workouts tab when tapped",""
"passed","Mon Aug 24 02:58:41 UTC 2026","Mon Aug 24 02:58:46 UTC 2026","4698","web-firefox","e2e-web/specs/navigation.spec.ts","Tab Navigation","","","should highlight the active tab with visual indication",""
"passed","Mon Aug 24 02:59:40 UTC 2026","Mon Aug 24 02:59:53 UTC 2026","13098","web-firefox","e2e-web/specs/workouts.spec.ts","Edit Workout","","","should allow editing a workout by clicking on it in the list",""
"passed","Mon Aug 24 02:59:48 UTC 2026","Mon Aug 24 02:59:58 UTC 2026","10545","web-firefox","e2e-web/specs/workouts.spec.ts","Filter Workouts","","","should filter workouts when a search term is entered",""
"passed","Mon Aug 24 02:59:32 UTC 2026","Mon Aug 24 02:59:40 UTC 2026","7982","web-mobile-safari","e2e-web/specs/responsive.spec.ts","Tablet Viewport","","","should complete full login flow on tablet viewport",""
"passed","Mon Aug 24 02:59:04 UTC 2026","Mon Aug 24 02:59:08 UTC 2026","4379","web-chromium","e2e-web/specs/responsive.spec.ts","Mobile Viewport","","","should complete full login flow on mobile viewport",""
"passed","Mon Aug 24 02:58:55 UTC 2026","Mon Aug 24 02:59:02 UTC 2026","6081","web-webkit","e2e-web/specs/navigation.spec.ts","Tab Navigation","","","should navigate to Profile tab when tapped",""
"passed","Mon Aug 24 02:58:56 UTC 2026","Mon Aug 24 02:59:03 UTC 2026","6564","web-chromium","e2e-web/specs/navigation.spec.ts","Back Button","","","should handle Ionic back button if present",""
"passed","Mon Aug 24 02:58:52 UTC 2026","Mon Aug 24 02:58:57 UTC 2026","5388","web-mobile-safari","e2e-web/specs/navigation.spec.ts","Tab Navigation","","","should navigate to Workouts tab when tapped",""
"passed","Mon Aug 24 02:59:56 UTC 2026","Mon Aug 24 03:00:09 UTC 2026","12753","web-mobile-safari","e2e-web/specs/workouts.spec.ts","Add Workout","","","should create a new workout when the form is filled and submitted",""
"passed","Mon Aug 24 02:57:04 UTC 2026","Mon Aug 24 02:57:04 UTC 2026","8","api","api/specs/contract.spec.ts","Error Response Contract","","","should match the error schema on 401 response",""
"passed","Mon Aug 24 02:58:43 UTC 2026","Mon Aug 24 02:58:47 UTC 2026","3722","web-webkit","e2e-web/specs/login.spec.ts","Empty Field Validation","","","should disable the login button when only email is filled",""
"passed","Mon Aug 24 02:58:40 UTC 2026","Mon Aug 24 02:58:46 UTC 2026","6437","web-mobile-chrome","e2e-web/specs/navigation.spec.ts","Deep Linking","","","should load the workouts page directly via URL",""
"passed","Mon Aug 24 02:58:56 UTC 2026","Mon Aug 24 02:59:04 UTC 2026","7487","web-firefox","e2e-web/specs/navigation.spec.ts","Back Button","","","should handle Ionic back button if present",""
"passed","Mon Aug 24 02:59:33 UTC 2026","Mon Aug 24 02:59:36 UTC 2026","3076","web-webkit","e2e-web/specs/responsive.spec.ts","Tablet Viewport","","","should display form inputs with adequate touch target size on tablet",""
"passed","Mon Aug 24 02:59:00 UTC 2026","Mon Aug 24 02:59:04 UTC 2026","4347","web-mobile-chrome","e2e-web/specs/responsive.spec.ts","Mobile Viewport","","","should complete full login flow on mobile viewport",""
"passed","Mon Aug 24 02:59:52 UTC 2026","Mon Aug 24 03:00:03 UTC 2026","11515","web-mobile-safari","e2e-web/specs/workouts.spec.ts","Add Workout","","","should navigate to the add workout form when clicking the add button",""
"passed","Mon Aug 24 02:58:47 UTC 2026","Mon Aug 24 02:58:54 UTC 2026","6519","web-chromium","e2e-web/specs/navigation.spec.ts","Deep Linking","","","should load the profile page directly via URL",""
"passed","Mon Aug 24 02:58:30 UTC 2026","Mon Aug 24 02:58:33 UTC 2026","2647","web-firefox","e2e-web/specs/login.spec.ts","Empty Field Validation","","","should enable the login button when both fields are filled",""
"passed","Mon Aug 24 02:58:36 UTC 2026","Mon Aug 24 02:58:41 UTC 2026","4711","web-firefox","e2e-web/specs/navigation.spec.ts","Tab Navigation","","","should navigate to Profile tab when tapped",""
"passed","Mon Aug 24 02:57:04 UTC 2026","Mon Aug 24 02:57:04 UTC 2026","9","api","api/specs/auth.spec.ts","POST /api/auth/login","","","should return 400 when email or password is missing",""
"passed","Mon Aug 24 03:00:16 UTC 2026","Mon Aug 24 03:00:27 UTC 2026","11193","web-webkit","e2e-web/specs/workouts.spec.ts","Filter Workouts","","","should filter workouts when a search term is entered",""
"passed","Mon Aug 24 02:58:21 UTC 2026","Mon Aug 24 02:58:24 UTC 2026","2482","web-mobile-chrome","e2e-web/specs/login.spec.ts","Invalid Credentials","","","should show an error message when password is wrong",""
"passed","Mon Aug 24 02:59:26 UTC 2026","Mon Aug 24 02:59:31 UTC 2026","5885","web-mobile-safari","e2e-web/specs/responsive.spec.ts","Mobile Viewport","","","should complete full login flow on mobile viewport",""
"passed","Mon Aug 24 02:59:03 UTC 2026","Mon Aug 24 02:59:11 UTC 2026","7869","web-webkit","e2e-web/specs/navigation.spec.ts","Deep Linking","","","should load the workouts page directly via URL",""
"passed","Mon Aug 24 02:58:40 UTC 2026","Mon Aug 24 02:58:46 UTC 2026","6639","web-webkit","e2e-web/specs/login.spec.ts","Invalid Credentials","","","should NOT redirect to dashboard on failed login",""
"passed","Mon Aug 24 02:57:04 UTC 2026","Mon Aug 24 02:57:04 UTC 2026","28","api","api/specs/analytics.spec.ts","GET /api/analytics/summary","","","should return accurate average duration calculation",""
"passed","Mon Aug 24 02:57:04 UTC 2026","Mon Aug 24 02:57:04 UTC 2026","8","api","api/specs/auth.spec.ts","Token Validation","","","should reject requests with an invalid token",""
"passed","Mon Aug 24 02:59:36 UTC 2026","Mon Aug 24 02:59:39 UTC 2026","2953","web-webkit","e2e-web/specs/responsive.spec.ts","Landscape Orientation","","","should render the login page in landscape without layout breakage",""
"passed","Mon Aug 24 02:58:21 UTC 2026","Mon Aug 24 02:58:34 UTC 2026","13222","web-webkit","e2e-web/specs/login.spec.ts","Successful Login","","","should redirect to dashboard after entering valid credentials",""
"passed","Mon Aug 24 02:58:16 UTC 2026","Mon Aug 24 02:58:21 UTC 2026","4595","web-mobile-chrome","e2e-web/specs/login.spec.ts","Successful Login","","","should redirect to dashboard after entering valid credentials",""
"passed","Mon Aug 24 02:57:04 UTC 2026","Mon Aug 24 02:57:04 UTC 2026","21","api","api/specs/contract.spec.ts","Profile Response Contract","","","should match the user profile schema",""
"passed","Mon Aug 24 02:58:21 UTC 2026","Mon Aug 24 02:58:24 UTC 2026","2935","web-firefox","e2e-web/specs/login.spec.ts","Invalid Credentials","","","should show an error message when email does not exist",""
"passed","Mon Aug 24 02:58:35 UTC 2026","Mon Aug 24 02:58:40 UTC 2026","4354","web-mobile-chrome","e2e-web/specs/navigation.spec.ts","Tab Navigation","","","should navigate to History tab when tapped",""
"skipped","Mon Aug 24 02:59:40 UTC 2026","Mon Aug 24 02:59:40 UTC 2026","1","web-mobile-chrome","e2e-web/specs/workouts.spec.ts","Delete Workout","","","should remove a workout from the list when deleted",""
"passed","Mon Aug 24 02:58:33 UTC 2026","Mon Aug 24 02:58:37 UTC 2026","4756","web-firefox","e2e-web/specs/navigation.spec.ts","Tab Navigation","","","should navigate to Workouts tab when tapped",""
"passed","Mon Aug 24 02:58:18 UTC 2026","Mon Aug 24 02:58:23 UTC 2026","4835","web-chromium","e2e-web/specs/login.spec.ts","Successful Login","","","should store an auth token in localStorage after login",""
"passed","Mon Aug 24 02:58:35 UTC 2026","Mon Aug 24 02:58:40 UTC 2026","4685","web-webkit","e2e-web/specs/login.spec.ts","Invalid Credentials","","","should show an error message when email does not exist",""
"passed","Mon Aug 24 02:58:49 UTC 2026","Mon Aug 24 02:58:55 UTC 2026","6069","web-webkit","e2e-web/specs/login.spec.ts","Logout","","","should clear the auth token and return to login page on logout",""
"passed","Mon Aug 24 02:57:04 UTC 2026","Mon Aug 24 02:57:04 UTC 2026","12","api","api/specs/workouts.spec.ts","PUT /api/workouts/:id","","","should update a workout when given valid data",""
"passed","Mon Aug 24 02:59:44 UTC 2026","Mon Aug 24 02:59:54 UTC 2026","10036","web-chromium","e2e-web/specs/workouts.spec.ts","Filter Workouts","","","should filter workouts when a search term is entered",""
"passed","Mon Aug 24 02:58:27 UTC 2026","Mon Aug 24 02:58:30 UTC 2026","2622","web-firefox","e2e-web/specs/login.spec.ts","Empty Field Validation","","","should disable the login button when only email is filled",""
"passed","Mon Aug 24 02:58:28 UTC 2026","Mon Aug 24 02:58:31 UTC 2026","2308","web-mobile-chrome","e2e-web/specs/login.spec.ts","Empty Field Validation","","","should disable the login button when only password is filled",""
"passed","Mon Aug 24 02:57:04 UTC 2026","Mon Aug 24 02:57:04 UTC 2026","21","api","api/specs/auth.spec.ts","POST /api/auth/login","","","should return 200 and a JWT token for valid credentials",""
"passed","Mon Aug 24 02:58:27 UTC 2026","Mon Aug 24 02:58:31 UTC 2026","4587","web-chromium","e2e-web/specs/login.spec.ts","Invalid Credentials","","","should NOT redirect to dashboard on failed login",""
"passed","Mon Aug 24 02:59:10 UTC 2026","Mon Aug 24 02:59:17 UTC 2026","7559","web-mobile-safari","e2e-web/specs/navigation.spec.ts","Deep Linking","","","should redirect unauthenticated users to login",""
"passed","Mon Aug 24 02:57:04 UTC 2026","Mon Aug 24 02:57:04 UTC 2026","91","api","api/specs/analytics.spec.ts","GET /api/analytics/summary","","","should return analytics summary for the authenticated user",""
"passed","Mon Aug 24 02:58:39 UTC 2026","Mon Aug 24 02:58:44 UTC 2026","4373","web-mobile-chrome","e2e-web/specs/navigation.spec.ts","Tab Navigation","","","should highlight the active tab with visual indication",""
"passed","Mon Aug 24 02:57:04 UTC 2026","Mon Aug 24 02:57:04 UTC 2026","19","api","api/specs/auth.spec.ts","Token Validation","","","should accept requests with a valid token obtained from login",""
"passed","Mon Aug 24 02:58:42 UTC 2026","Mon Aug 24 02:58:45 UTC 2026","3169","web-mobile-safari","e2e-web/specs/login.spec.ts","Empty Field Validation","","","should disable the login button when both fields are empty",""
"passed","Mon Aug 24 02:59:24 UTC 2026","Mon Aug 24 02:59:27 UTC 2026","2650","web-webkit","e2e-web/specs/responsive.spec.ts","Mobile Viewport","","","should render the login card within the mobile viewport without horizontal scroll",""
"passed","Mon Aug 24 02:58:35 UTC 2026","Mon Aug 24 02:58:39 UTC 2026","4350","web-mobile-chrome","e2e-web/specs/navigation.spec.ts","Tab Navigation","","","should navigate to Profile tab when tapped",""
"passed","Mon Aug 24 02:58:40 UTC 2026","Mon Aug 24 02:58:43 UTC 2026","3218","web-webkit","e2e-web/specs/login.spec.ts","Empty Field Validation","","","should disable the login button when both fields are empty",""
"passed","Mon Aug 24 02:57:04 UTC 2026","Mon Aug 24 02:57:04 UTC 2026","13","api","api/specs/contract.spec.ts","Error Response Contract","","","should match the error schema on 409 response",""
"passed","Mon Aug 24 02:59:28 UTC 2026","Mon Aug 24 02:59:40 UTC 2026","11703","web-firefox","e2e-web/specs/workouts.spec.ts","Add Workout","","","should create a new workout when the form is filled and submitted",""
"passed","Mon Aug 24 02:59:24 UTC 2026","Mon Aug 24 02:59:35 UTC 2026","10534","web-chromium","e2e-web/specs/workouts.spec.ts","Add Workout","","","should navigate to the add workout form when clicking the add button",""
"passed","Mon Aug 24 02:59:03 UTC 2026","Mon Aug 24 02:59:05 UTC 2026","2313","web-chromium","e2e-web/specs/responsive.spec.ts","Mobile Viewport","","","should display all login form elements on mobile",""
"passed","Mon Aug 24 02:59:12 UTC 2026","Mon Aug 24 02:59:15 UTC 2026","2352","web-chromium","e2e-web/specs/responsive.spec.ts","Landscape Orientation","","","should allow scrolling to reach the login button in landscape if needed",""
"passed","Mon Aug 24 02:59:13 UTC 2026","Mon Aug 24 02:59:22 UTC 2026","8464","web-mobile-chrome","e2e-web/specs/workouts.spec.ts","Workout List","","","should show workout details including exercise type and duration",""
"passed","Mon Aug 24 02:59:13 UTC 2026","Mon Aug 24 02:59:17 UTC 2026","4404","web-chromium","e2e-web/specs/responsive.spec.ts","Landscape Orientation","","","should complete full login flow in landscape orientation",""
"passed","Mon Aug 24 02:59:25 UTC 2026","Mon Aug 24 02:59:28 UTC 2026","2946","web-mobile-safari","e2e-web/specs/responsive.spec.ts","Mobile Viewport","","","should display all login form elements on mobile",""
"passed","Mon Aug 24 02:57:04 UTC 2026","Mon Aug 24 02:57:04 UTC 2026","40","api","api/specs/contract.spec.ts","Workout Response Contract","","","should return an array conforming to the workout list schema",""
"passed","Mon Aug 24 02:59:04 UTC 2026","Mon Aug 24 02:59:09 UTC 2026","4381","web-mobile-chrome","e2e-web/specs/responsive.spec.ts","Tablet Viewport","","","should complete full login flow on tablet viewport",""
"passed","Mon Aug 24 02:58:50 UTC 2026","Mon Aug 24 02:58:56 UTC 2026","5515","web-mobile-safari","e2e-web/specs/login.spec.ts","Logout","","","should clear the auth token and return to login page on logout",""
"passed","Mon Aug 24 02:59:01 UTC 2026","Mon Aug 24 02:59:04 UTC 2026","2309","web-chromium","e2e-web/specs/responsive.spec.ts","Mobile Viewport","","","should render the login card within the mobile viewport without horizontal scroll",""
"passed","Mon Aug 24 02:58:24 UTC 2026","Mon Aug 24 02:58:27 UTC 2026","2587","web-chromium","e2e-web/specs/login.spec.ts","Invalid Credentials","","","should show an error message when email does not exist",""
"passed","Mon Aug 24 02:59:44 UTC 2026","Mon Aug 24 02:59:54 UTC 2026","10239","web-webkit","e2e-web/specs/workouts.spec.ts","Workout List","","","should show workout details including exercise type and duration",""
"passed","Mon Aug 24 02:59:33 UTC 2026","Mon Aug 24 02:59:45 UTC 2026","12493","web-mobile-chrome","e2e-web/specs/workouts.spec.ts","Edit Workout","","","should allow editing a workout by clicking on it in the list",""
"passed","Mon Aug 24 02:58:45 UTC 2026","Mon Aug 24 02:58:48 UTC 2026","3130","web-mobile-safari","e2e-web/specs/login.spec.ts","Empty Field Validation","","","should disable the login button when only email is filled",""
"passed","Mon Aug 24 02:58:18 UTC 2026","Mon Aug 24 02:58:23 UTC 2026","4835","web-chromium","e2e-web/specs/login.spec.ts","Successful Login","","","should redirect to dashboard after entering valid credentials",""
"passed","Mon Aug 24 02:59:05 UTC 2026","Mon Aug 24 02:59:08 UTC 2026","2347","web-chromium","e2e-web/specs/responsive.spec.ts","Tablet Viewport","","","should render the login page correctly on tablet",""
"passed","Mon Aug 24 03:00:14 UTC 2026","Mon Aug 24 03:00:25 UTC 2026","11209","web-mobile-safari","e2e-web/specs/workouts.spec.ts","Filter Workouts","","","should filter workouts when a search term is entered",""
